name,price,ISK_Per_ML_Ethanol,alcoholPercentage,volume_ML,vivino_rating
Lamborghini Torami,9970,94.952,14.0,750,40.0
Casisano Colombaiolo Brunello di Montalcino,9999,95.229,14.0,750,41.0
Muga Prado Enea Gran Reserva,10499,96.543,14.5,750,44.0
Quinta do Bronze Vinha do Plagao,10502,96.57,14.5,750,36.0
Chryseia P+S,10599,97.462,14.5,750,41.0
La Rioja Alta Gran Reserva 904 Seleccion Especial,10599,97.462,14.5,750,44.0
II Sole di Alessandro Colli Della Toscana Centrale,9995,98.716,13.5,750,42.0
Chateau Phelan Segur,9999,98.756,13.5,750,41.0
Matarromera Prestigio,10740,98.759,14.5,750,44.0
Tommasi Ca'Florian Amarone í trékassa,11499,98.916,15.5,750,40.0
Viu 1,10478,99.79,14.0,750,43.0
Aluvional Paraje Altamira Malbec,10959,100.772,14.5,750,40.0
Torres Mas La Plana,10989,101.048,14.5,750,42.0
Stag's Leap Artemis Cabernet Sauvignon,11450,101.778,15.0,750,44.0
Macan,11111,102.17,14.5,750,44.0
Albert Bichot Vosne-Romanee Domaine du Clos,10438,103.091,13.5,750,46.0
la fleur Vivaltus,11290,103.816,14.5,750,42.0
Louis Jadot Pommard Grands Epenots,10999,104.752,14.0,750,41.0
Two Hands Lily's Garden McLaren Vale Shiraz,11490,105.655,14.5,750,42.0
Valadorna,11499,105.738,14.5,750,43.0
Penfolds Bin 704 Cabernet Sauvignon,11499,105.738,14.5,750,43.0
Valduero 6 ára Reserva Premium,11111,105.819,14.0,750,44.0
Purple Angel by Montes,11598,106.648,14.5,750,44.0
Zuccardi Concreto Malbec,11327,107.876,14.0,750,40.0
Matthiasson Cabernet Sauvignon,10979,108.435,13.5,750,43.0
E.Guigal Cote-Rotie Brune et Blonde,11499,109.514,14.0,750,40.0
Joseph Drouhin Gevrey-Chambertin Premier Cru,11114,109.768,13.5,750,44.0
Robert Mondavi Oakville Cabernet Sauvignon,11999,110.336,14.5,750,42.0
Chateau Pedesclaux,10989,112.708,13.0,750,41.0
Alion,12888,114.56,15.0,750,45.0
Torre Muga,12499,114.933,14.5,750,44.0
Penfolds Bin 389 Cabernet Shiraz,12599,115.853,14.5,750,43.0
Perpiero,12199,116.181,14.0,750,45.0
Duckhorn Three Palms Vineyard Merlot,12640,116.23,14.5,750,44.0
Albert Bichot Chateau Gris Monopole,12210,120.593,13.5,750,43.0
Louis Jadot Nuits St. Georges Boudots,11999,123.067,13.0,750,42.0
Chateau Labegorce,12989,123.705,14.0,750,40.0
Lamborghini Campoleone Sangiovese Merlot,13380,127.429,14.0,750,37.0
Chateau Batailley,12482,128.021,13.0,750,42.0
Valduero Gran Reserva Tierra Alta de 2 Racimos,13456,128.152,14.0,750,45.0
Arcanum,13939,128.175,14.5,750,35.0
Bouchard Aine Pommard 1er Cru Les Charmots,12998,128.375,13.5,750,40.0
Chateau Cantenac Brown,12998,128.375,13.5,750,42.0
Montecillo Gran Reserva Seleccion Especial,13598,134.301,13.5,750,42.0
Ratti Rocche Dell'Annunziata,14900,137.011,14.5,750,44.0
Ratti Rocche Dell'Annunziata Magnum,29900,137.471,14.5,1500,44.0
Orma,15490,137.689,15.0,750,43.0
Chateau Branaire Ducru,14989,137.83,14.5,750,41.0
Isole e Olena Cepparello,15690,139.467,15.0,750,43.0
Ricasoli Historia,15234,140.083,14.5,750,44.0
Caro,15490,142.437,14.5,750,43.0
Pisoni Reboro Rosso Passito,16997,146.211,15.5,750,43.0
Campo del Drago Brunello di Montalcino,15990,147.034,14.5,750,44.0
2019 Nicolas Catena Zapata 2019,14999,148.138,13.5,750,45.0
Paolo Scavino Bric del Fiasc,16999,151.102,15.0,750,43.0
Piedra Infinita Malbec Paraje Altamira,16521,157.343,14.0,750,45.0
Matarromera Gran Reserva,15699,157.383,13.3,750,43.0
Testamatta Rosso,17490,160.828,14.5,750,38.0
Two Hands Waterfall Block Shiraz Single Vineyard,16989,161.8,14.0,750,43.0
2015 Nicolas Catena Zapata 2015,16989,161.8,14.0,750,45.0
Acaibo Red Wine,16989,161.8,14.0,750,39.0
Chateau Talbot,16666,164.602,13.5,750,42.0
Chateau d'Issan,16666,164.602,13.5,750,42.0
Flaccianello Della Pieve,18599,165.324,15.0,750,45.0
Daou Soul of a Lion Cabernet Sauvignon,18666,165.92,15.0,750,46.0
E.Guigal Chateau d'Ampuis,17999,171.419,14.0,750,43.0
Joseph Drouhin Chambolle Musigny Premier Cru,17706,174.874,13.5,750,43.0
Chateau Marquis de Terme,18490,176.095,14.0,750,41.0
Giorgio Primo,19490,179.218,14.5,750,44.0
Joseph Drouhin Clos des Mouches rautt,19045,181.381,14.0,750,43.0
Pesquera Gran Reserva Millenium,19876,182.768,14.5,750,44.0
Alenza Gran Reserva,19888,182.878,14.5,750,43.0
Guado Al Tasso,19999,183.899,14.5,750,41.0
Robert Mondavi The Reserve To Kalon Vineyard,19999,183.899,14.5,750,
Santa Rita Casa Real Cabernet Sauvignon Reserva Especial,19790,188.476,14.0,750,44.0
Vivaltus,19990,190.381,14.0,750,42.0
Rivetto Barolo Briccolina,19999,190.467,14.0,750,40.0
Tignanello,19999,190.467,14.0,750,45.0
Nativ Segret I Collection,20779,191.071,14.5,750,45.0
Nativ Segret I Collection,20779,191.071,14.5,750,45.0
Marques de Grinon AAA,21690,192.8,15.0,750,45.0
Joseph Drouhin Vosne Romanee Premier Cru,19560,193.185,13.5,750,42.0
Vega Sicilia Valbuena 5°,21111,194.124,14.5,750,46.0
Castiglion del Bosco Millecento 1100 Riserva,21990,195.467,15.0,750,46.0
Cheval des Andes,21390,196.69,14.5,750,44.0
Galatrona Petrolo Merlot,21490,197.609,14.5,750,43.0
Louis Jadot Clos Vougeot,20999,215.374,13.0,750,43.0
The Lion The Hess Collection Estate Grown,23499,216.083,14.5,750,44.0
2019 Tua Rita Per Sempre,24534,218.08,15.0,750,45.0
Vietti Barolo Lazzarito,22999,219.038,14.0,750,44.0
Chateau Troplong Mondot,23990,220.598,14.5,750,43.0
Two Hands Ares,23990,220.598,14.5,750,44.0
Gerard Bertrand clos d'Ora,26999,232.249,15.5,750,38.0
Beringer Private Reserve Cabernet Sauvignon,26999,232.249,15.5,750,44.0
Castillo Ygay Gran Reserva Especial,25960,247.238,14.0,750,45.0
Ridge Monte Bello,26789,260.72,13.7,750,45.0
Querceto Romantic,26582,262.538,13.5,750,45.0
Chateau Lynch Bages,26666,263.368,13.5,750,44.0
Chateau Pape Clement,28990,266.575,14.5,750,44.0
De Buris Amarone della Valpolicella Classico Riserva,31499,270.959,15.5,750,46.0
Le Dome,29732,273.398,14.5,750,44.0
Biondi Santi Tenuta Greppo Brunello,29700,282.857,14.0,750,45.0
Chateau Giscours,27810,285.231,13.0,750,43.0
Overture,29999,285.705,14.0,750,45.0
Piedra Infinita Gravascal Malbec Paraje Altamira,30665,292.048,14.0,750,45.0
Chateau Rauzan Segla,29990,296.198,13.5,750,43.0
Heitz Cellar Martha's Vineyard Cabernet Sauvignon,32222,296.294,14.5,750,45.0
Paul Hobbs Nathan Coombs Estate Christina's Signature,33488,297.671,15.0,750,
Freemark Abbey Sycamore Vineyard,31998,298.35,14.3,750,43.0
Chateau Valandraud,32900,302.529,14.5,750,44.0
Freemark Abbey Cabernet Bosche,31998,302.582,14.1,750,44.0
Piedra Infinita Supercal Malbec Paraje Altamira,32406,308.629,14.0,750,45.0
2018 Tua Rita Redigaffi Merlot,33909,311.807,14.5,750,45.0
Banfi Poggio All'Oro Riserva Brunello Montalcino,32960,313.905,14.0,750,45.0
Quintessa,35989,330.933,14.5,750,46.0
Chateau Montrose,33989,335.694,13.5,750,43.0
Albert Bichot Chambertin Grand Cru,34724,342.953,13.5,750,44.0
Chateau Pichon Baron Longueville,34990,345.58,13.5,750,41.0
Chateau La Conseillante,34990,345.58,13.5,750,44.0
Cobos Malbec,40990,364.356,15.0,750,39.0
La Mondotte,39990,380.857,14.0,750,44.0
Colore Rosso,39990,380.857,14.0,750,31.0
Morlet Cabernet Sauvignon,44990,382.081,15.7,750,45.0
Vieux Chateau Certan,45678,420.028,14.5,750,44.0
Antinori Solaia,47999,426.658,15.0,750,46.0
Chateau Palmer,43210,426.765,13.5,750,45.0
E.Guigal La Turque,45999,438.086,14.0,750,46.0
E.Guigal La Landonne,45999,438.086,14.0,750,46.0
Chateau Cos D'Estournel,44444,438.953,13.5,750,45.0
Chateau Leoville Las Cases,44444,438.953,13.5,750,44.0
Vega Sicilia Unico,51111,486.771,14.0,750,47.0
M. Chapoutier l'Ermite,67990,625.195,14.5,750,45.0
Chateau Palmer,76623,704.579,14.5,750,45.0
Stag's Leap Cask 23 Cabernet Sauvignon,81370,748.23,14.5,750,46.0
Chateau Palmer,86185,792.506,14.5,750,45.0
Biondi Santi Riserva Tenuta Greppo,86445,794.897,14.5,750,46.0
Joseph Drouhin Chambertin Clos de Beze,85490,844.346,13.5,750,44.0
2011 Chateau Haut Brion 2011,99999,987.644,13.5,750,46.0
Chateau Mouton Rothschild,131839,1302.114,13.5,750,46.0
2015 Chateau Haut Brion,151989,1351.013,15.0,750,46.0
Chateau Mouton Rothschild,142139,1403.842,13.5,750,46.0
Chateau Mouton Rothschild,149349,1531.785,13.0,750,46.0
Chateau Mouton Rothschild,159649,1637.426,13.0,750,46.0
